국가명,기후대,연도,차종 구분,차량 구분,GDP,총수출량,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
중남미,열대,2020,소형차,소형차,20.0,10053,994,282,792,480,616,491,1143,1305,1010,854,637,1449
중남미,열대,2023,상업용차,상업용차,20.0,9368,1329,1227,246,913,442,366,803,796,1105,183,1203,755
중남미,열대,2020,SUV,SUV,20.0,7059,576,874,911,199,801,439,104,1008,593,307,321,926
중남미,열대,2023,전기차,전기차,20.0,10321,62,642,587,1439,1365,496,1499,1024,320,412,1401,1074
중동·아프리카,건조,2023,소형차,소형차,20.0,8982,1086,1339,1183,583,686,549,464,418,895,112,1264,403
중동·아프리카,건조,2021,상업용차,상업용차,20.0,9058,525,657,419,1463,1435,338,820,223,1361,1031,128,658
중동·아프리카,건조,2024,SUV,SUV,20.0,8030,572,284,305,997,52,776,1146,1155,306,741,730,966
중동·아프리카,건조,2023,전기차,전기차,20.0,8665,909,1073,541,1142,682,80,275,1246,184,1465,724,344
동유럽,한랭,2024,소형차,소형차,25.0,9415,185,432,880,505,1430,859,1335,394,584,1462,457,892
동유럽,한랭,2021,상업용차,상업용차,25.0,10908,1432,1337,240,1337,597,497,1349,149,1114,1146,590,1120
동유럽,한랭,2024,SUV,SUV,25.0,7972,608,659,534,76,500,69,952,1109,1219,539,1297,410
동유럽,한랭,2021,전기차,전기차,25.0,8187,204,1229,52,883,576,1286,78,553,878,1019,275,1154
북미-멕시코,건조,2021,소형차,소형차,20.0,10158,1351,1295,1288,311,1370,76,403,801,858,616,1281,508
북미-멕시코,건조,2022,상업용차,상업용차,20.0,10369,339,1123,573,1060,428,592,881,939,1200,1294,489,1451
북미-멕시코,건조,2020,SUV,SUV,20.0,9209,275,813,1123,1344,1462,458,1215,752,544,273,820,130
북미-멕시코,건조,2024,전기차,전기차,20.0,9023,264,203,216,1389,990,463,1296,1498,1248,416,95,945
북미-미국,온대,2023,소형차,소형차,20.0,10278,851,308,282,1302,844,673,499,1040,1183,1157,941,1198
북미-미국,온대,2021,상업용차,상업용차,20.0,8836,356,1105,931,199,309,278,1278,368,752,1458,337,1465
북미-미국,온대,2023,SUV,SUV,20.0,7642,759,114,544,932,1460,418,265,902,713,530,838,167
북미-미국,온대,2022,전기차,전기차,20.0,7942,1047,638,639,1143,687,460,387,195,353,995,438,960
북미-캐나다,한랭,2023,소형차,소형차,20.0,10152,1042,729,880,1017,1053,604,120,1274,601,790,931,1111
북미-캐나다,한랭,2022,상업용차,상업용차,20.0,10196,805,144,1138,743,1473,399,156,1237,315,1173,1376,1237
북미-캐나다,한랭,2020,SUV,SUV,20.0,8749,620,365,305,398,450,529,1184,1178,1389,598,1269,464
북미-캐나다,한랭,2024,전기차,전기차,20.0,8548,266,292,543,206,1399,239,433,809,1052,956,1392,961
서유럽,온대,2022,소형차,소형차,45.0,6936,337,226,385,845,1171,120,267,285,981,834,534,951
서유럽,온대,2023,상업용차,상업용차,45.0,8607,684,464,98,435,1157,173,1081,1046,1440,1461,406,162
서유럽,온대,2020,SUV,SUV,45.0,9235,397,325,897,221,1133,1307,1482,554,401,560,1017,941
서유럽,온대,2021,전기차,전기차,45.0,10555,1364,661,206,1309,134,1077,313,1349,651,949,1261,1281
아시아,온대,2023,소형차,소형차,20.0,7643,176,1050,1071,820,729,501,1137,258,838,371,448,244
아시아,온대,2024,상업용차,상업용차,20.0,11769,1282,838,1054,963,699,810,1193,1401,1224,1349,744,212
아시아,온대,2021,SUV,SUV,20.0,7910,1359,523,1299,128,85,561,768,199,364,1122,143,1359
아시아,온대,2022,전기차,전기차,20.0,10226,1480,61,286,1498,885,101,1294,1042,1361,668,646,904
중남미,열대,2022,소형차,소형차,20.0,9462,569,410,922,887,1275,399,787,1145,1253,197,461,1157
중남미,열대,2020,상업용차,상업용차,20.0,10940,801,1128,1165,793,595,1306,821,1355,1347,601,195,833
중남미,열대,2024,SUV,SUV,20.0,10086,1043,508,747,1387,162,1127,212,1247,1290,134,1213,1016
중남미,열대,2021,전기차,전기차,20.0,11286,1189,418,832,450,1380,699,958,1126,1156,595,1345,1138
중동·아프리카,건조,2021,소형차,소형차,20.0,10739,462,1386,987,1235,726,1373,503,59,729,871,1393,1015
중동·아프리카,건조,2020,상업용차,상업용차,20.0,8961,184,993,546,193,1483,864,508,516,622,1229,459,1364
중동·아프리카,건조,2023,SUV,SUV,20.0,10772,1248,1422,323,689,826,1093,260,625,531,1088,1324,1343
중동·아프리카,건조,2024,전기차,전기차,20.0,9332,988,1248,306,513,1279,1260,1055,669,644,348,808,214
동유럽,한랭,2024,소형차,소형차,25.0,9354,137,1127,464,972,1142,1161,170,1444,646,261,427,1403
동유럽,한랭,2024,상업용차,상업용차,25.0,8902,1465,280,68,1298,804,308,918,810,1259,855,487,350
동유럽,한랭,2023,SUV,SUV,25.0,9086,359,1115,1496,1274,299,1018,95,1343,387,679,687,334
동유럽,한랭,2024,전기차,전기차,25.0,7922,1225,1355,1318,304,169,326,291,421,92,477,880,1064
북미-멕시코,건조,2020,소형차,소형차,20.0,10088,1322,637,950,1490,482,285,1338,463,201,1161,1486,273
북미-멕시코,건조,2021,상업용차,상업용차,20.0,7506,105,1055,1170,699,1034,334,718,262,227,245,417,1240
북미-멕시코,건조,2020,SUV,SUV,20.0,8469,493,1034,676,114,851,622,438,422,663,981,1339,836
북미-멕시코,건조,2022,전기차,전기차,20.0,11006,1291,571,1006,496,1499,341,1331,477,485,1324,1367,818
북미-미국,온대,2022,소형차,소형차,20.0,11389,1487,1179,1227,878,353,1334,1107,1249,672,997,816,90
북미-미국,온대,2023,상업용차,상업용차,20.0,6948,295,297,1444,185,172,127,1459,59,61,927,1120,802
북미-미국,온대,2020,SUV,SUV,20.0,10332,480,1232,1155,525,83,1213,1420,464,837,1447,81,1395
북미-미국,온대,2024,전기차,전기차,20.0,9055,586,1246,981,886,849,620,266,569,658,768,224,1402
북미-캐나다,한랭,2020,소형차,소형차,20.0,8315,648,339,1391,402,1367,926,1331,346,511,83,97,874
북미-캐나다,한랭,2024,상업용차,상업용차,20.0,7122,56,301,374,952,760,1033,1315,410,273,1300,168,180
북미-캐나다,한랭,2020,SUV,SUV,20.0,9190,776,1145,923,1377,315,1000,736,761,711,150,944,352
북미-캐나다,한랭,2020,전기차,전기차,20.0,8272,705,1333,172,1382,520,142,608,1264,588,108,1347,103
서유럽,온대,2020,소형차,소형차,45.0,9878,1239,168,209,1195,543,961,1310,982,362,1184,403,1322
서유럽,온대,2023,상업용차,상업용차,45.0,6883,1473,562,652,162,1061,123,312,784,101,539,896,218
서유럽,온대,2020,SUV,SUV,45.0,6705,239,75,303,325,1360,74,1200,825,745,348,61,1150
서유럽,온대,2024,전기차,전기차,45.0,10697,1175,692,587,1172,812,792,1415,1164,1266,699,465,458
아시아,온대,2022,소형차,소형차,20.0,10269,738,665,813,612,1449,329,1252,911,546,1491,663,800
아시아,온대,2023,상업용차,상업용차,20.0,10794,879,443,978,887,1404,1172,1124,370,747,1334,1238,218
아시아,온대,2024,SUV,SUV,20.0,8203,683,1233,651,137,621,597,1183,300,243,641,1411,503
아시아,온대,2022,전기차,전기차,20.0,9135,1360,818,88,363,1270,441,755,1404,75,618,1243,700
중남미,열대,2020,소형차,소형차,20.0,8909,1230,868,493,777,1334,96,683,888,821,443,304,972
중남미,열대,2023,상업용차,상업용차,20.0,9342,1061,87,429,332,315,1002,721,797,1229,1443,566,1360
중남미,열대,2023,SUV,SUV,20.0,8504,920,502,915,313,841,181,1418,532,52,1240,1052,538
중남미,열대,2021,전기차,전기차,20.0,10535,1051,1471,640,1339,1225,829,1065,844,839,272,529,431
중동·아프리카,건조,2024,소형차,소형차,20.0,6966,895,831,64,927,320,394,188,340,759,1437,140,671
중동·아프리카,건조,2022,상업용차,상업용차,20.0,5608,193,418,53,264,568,436,1441,101,128,700,1119,187
중동·아프리카,건조,2020,SUV,SUV,20.0,9625,1044,117,948,1361,57,931,500,1113,1311,806,1035,402
중동·아프리카,건조,2022,전기차,전기차,20.0,7451,692,674,483,1418,179,540,462,789,1027,248,352,587
동유럽,한랭,2023,소형차,소형차,25.0,10563,1414,61,1488,608,1471,1488,789,174,938,1242,804,86
동유럽,한랭,2020,상업용차,상업용차,25.0,7997,933,809,733,966,1135,235,425,908,743,366,454,290
동유럽,한랭,2024,SUV,SUV,25.0,10489,509,942,1312,1298,76,1126,1307,269,1390,69,1138,1053
동유럽,한랭,2021,전기차,전기차,25.0,12091,721,1365,1125,1405,510,1448,1361,797,903,705,1039,712
북미-멕시코,건조,2021,소형차,소형차,20.0,7586,361,1053,1354,375,528,944,101,1419,270,887,221,73
북미-멕시코,건조,2022,상업용차,상업용차,20.0,9325,654,681,162,1234,922,977,915,1320,585,623,833,419
북미-멕시코,건조,2024,SUV,SUV,20.0,9108,1068,444,1153,62,512,862,1485,1002,295,859,70,1296
북미-멕시코,건조,2022,전기차,전기차,20.0,7505,117,1357,698,1021,941,128,771,82,168,318,597,1307
북미-미국,온대,2023,소형차,소형차,20.0,9855,147,136,450,1091,1467,1186,651,454,844,1012,1416,1001
북미-미국,온대,2021,상업용차,상업용차,20.0,8083,998,76,1280,141,917,948,500,118,936,1465,119,585
북미-미국,온대,2023,SUV,SUV,20.0,10857,545,1304,1289,1311,260,1244,250,1228,323,931,918,1254
북미-미국,온대,2024,전기차,전기차,20.0,9349,956,83,247,1222,1331,1108,802,1127,204,1013,444,812
북미-캐나다,한랭,2024,소형차,소형차,20.0,8844,1406,246,98,307,338,981,1448,188,424,1015,942,1451
북미-캐나다,한랭,2021,상업용차,상업용차,20.0,8312,612,475,1056,929,501,710,1201,815,343,551,310,809
북미-캐나다,한랭,2021,SUV,SUV,20.0,10278,1412,141,712,1142,1118,1349,1483,50,851,1052,77,891
북미-캐나다,한랭,2021,전기차,전기차,20.0,8359,889,1042,653,785,824,106,887,75,760,881,144,1313
서유럽,온대,2024,소형차,소형차,45.0,8688,1405,505,50,851,1443,638,871,390,455,1111,680,289
서유럽,온대,2024,상업용차,상업용차,45.0,7574,672,57,179,1032,1443,398,471,713,1111,94,695,709
서유럽,온대,2022,SUV,SUV,45.0,10769,1408,1253,1058,540,931,310,1221,724,570,337,1301,1116
서유럽,온대,2024,전기차,전기차,45.0,10732,653,709,439,487,936,1082,1328,1341,644,1297,1037,779
아시아,온대,2023,소형차,소형차,20.0,9420,1388,195,1180,462,876,1159,709,609,1322,76,750,694
아시아,온대,2020,상업용차,상업용차,20.0,9118,813,494,780,633,447,900,704,311,692,1285,1481,578
아시아,온대,2023,SUV,SUV,20.0,9188,1092,324,627,144,687,893,778,1006,255,1263,1014,1105
아시아,온대,2023,전기차,전기차,20.0,9014,889,570,381,223,188,1357,1440,799,1272,165,760,970
중남미,열대,2022,소형차,소형차,20.0,10247,762,957,1223,852,699,860,799,1168,897,851,643,536
중남미,열대,2023,상업용차,상업용차,20.0,11822,1172,1464,1336,1195,282,887,621,1468,1158,350,444,1445
중남미,열대,2022,SUV,SUV,20.0,7659,236,1248,393,143,891,1369,230,743,1419,81,657,249
중남미,열대,2021,전기차,전기차,20.0,10785,220,1409,897,1429,649,314,1214,956,1424,1002,1013,258
중동·아프리카,건조,2022,소형차,소형차,20.0,9497,1243,958,1111,227,947,531,385,1129,66,1424,1103,373
중동·아프리카,건조,2024,상업용차,상업용차,20.0,9641,915,1411,944,534,333,447,687,1295,397,916,859,903
중동·아프리카,건조,2023,SUV,SUV,20.0,7339,766,187,254,1093,930,241,1127,400,247,711,864,519
중동·아프리카,건조,2021,전기차,전기차,20.0,9431,239,1418,51,1360,311,1078,996,398,912,726,728,1214
동유럽,한랭,2023,소형차,소형차,25.0,9978,911,1236,1293,160,923,766,481,307,1001,762,1444,694
동유럽,한랭,2024,상업용차,상업용차,25.0,10685,1111,327,1308,896,1219,1213,108,1325,295,1338,1088,457
동유럽,한랭,2020,SUV,SUV,25.0,10200,412,1080,663,293,1430,1081,992,358,1392,1264,341,894
동유럽,한랭,2020,전기차,전기차,25.0,9757,1408,1023,156,1457,1065,1251,93,642,850,262,1429,121
북미-멕시코,건조,2024,소형차,소형차,20.0,11203,975,1177,1372,368,1267,865,312,1074,904,461,1200,1228
북미-멕시코,건조,2020,상업용차,상업용차,20.0,9798,1440,576,1242,919,282,1376,73,59,1348,1261,948,274
북미-멕시코,건조,2023,SUV,SUV,20.0,7280,1254,388,671,792,290,729,276,622,164,461,265,1368
북미-멕시코,건조,2020,전기차,전기차,20.0,8997,221,1417,133,411,326,1260,1345,692,925,580,274,1413
북미-미국,온대,2020,소형차,소형차,20.0,9068,215,537,1444,678,1447,1140,266,1137,496,191,818,699
북미-미국,온대,2024,상업용차,상업용차,20.0,9099,839,837,1194,727,1035,57,579,1477,1346,262,65,681
북미-미국,온대,2021,SUV,SUV,20.0,10514,865,1072,1465,1148,467,994,459,532,1195,1103,500,714
북미-미국,온대,2024,전기차,전기차,20.0,5342,725,189,492,383,356,266,1023,151,1288,58,113,298
북미-캐나다,한랭,2024,소형차,소형차,20.0,10040,789,1352,961,1495,92,566,197,1181,605,1277,1419,106
북미-캐나다,한랭,2024,상업용차,상업용차,20.0,10174,1248,272,954,106,1185,804,1451,1137,794,921,1190,112
북미-캐나다,한랭,2024,SUV,SUV,20.0,8427,981,841,578,984,279,497,1165,1019,124,385,255,1319
북미-캐나다,한랭,2023,전기차,전기차,20.0,10618,1014,468,713,812,780,552,989,1346,807,739,1100,1298
서유럽,온대,2023,소형차,소형차,45.0,8731,1277,95,130,473,864,1033,557,1018,1219,1424,356,285
서유럽,온대,2022,상업용차,상업용차,45.0,8924,535,77,412,1287,589,941,1497,1421,417,408,974,366
서유럽,온대,2020,SUV,SUV,45.0,10923,1186,1165,1068,189,617,712,1476,486,1354,1320,709,641
서유럽,온대,2020,전기차,전기차,45.0,10474,1217,241,1053,632,845,1189,1325,665,1126,1225,838,118
아시아,온대,2020,소형차,소형차,20.0,7708,815,114,127,265,292,1392,1479,253,741,912,1099,219
아시아,온대,2022,상업용차,상업용차,20.0,11605,1495,516,369,1066,1357,498,1341,1394,1490,1019,792,268
아시아,온대,2020,SUV,SUV,20.0,9847,1303,273,1250,977,984,226,836,267,259,1063,1414,995
아시아,온대,2023,전기차,전기차,20.0,7144,212,1403,556,1004,668,168,1300,548,291,119,666,209
중남미,열대,2023,소형차,소형차,20.0,9543,380,1410,1086,924,474,1349,164,810,700,1346,95,805
중남미,열대,2023,상업용차,상업용차,20.0,7604,63,950,291,820,231,729,128,1316,788,694,1040,554
중남미,열대,2021,SUV,SUV,20.0,7926,473,891,819,898,871,1315,577,536,778,550,105,113
중남미,열대,2023,전기차,전기차,20.0,7990,721,504,426,1450,379,395,464,541,1393,1052,175,490
중동·아프리카,건조,2021,소형차,소형차,20.0,8100,1147,258,432,1074,371,634,1104,1274,152,443,518,693
중동·아프리카,건조,2021,상업용차,상업용차,20.0,10577,233,881,853,1377,1407,837,1327,774,498,1262,273,855
중동·아프리카,건조,2023,SUV,SUV,20.0,8650,128,1291,986,1485,1149,242,871,772,1143,194,251,138
중동·아프리카,건조,2020,전기차,전기차,20.0,13653,1494,1413,1386,800,1164,1458,798,1326,1098,429,1457,830
동유럽,한랭,2022,소형차,소형차,25.0,6962,451,121,981,55,992,982,623,332,824,547,832,222
동유럽,한랭,2020,상업용차,상업용차,25.0,12778,969,931,1105,1023,851,1271,1211,850,880,1417,1212,1058
동유럽,한랭,2020,SUV,SUV,25.0,8507,1014,1445,393,510,701,415,954,314,807,1022,169,763
동유럽,한랭,2023,전기차,전기차,25.0,10233,1259,268,998,316,902,1341,1309,144,865,1191,145,1495
북미-멕시코,건조,2023,소형차,소형차,20.0,12158,1453,1155,973,490,1012,831,984,1154,1139,754,717,1496
북미-멕시코,건조,2024,상업용차,상업용차,20.0,8240,1020,726,255,437,682,937,1285,309,395,1114,933,147
북미-멕시코,건조,2022,SUV,SUV,20.0,11549,1162,658,1468,758,1002,1435,1423,233,150,588,1477,1195
북미-멕시코,건조,2021,전기차,전기차,20.0,9135,655,114,1401,819,206,335,1061,990,939,1131,490,994
북미-미국,온대,2024,소형차,소형차,20.0,8895,509,220,1064,1022,431,592,626,880,979,1471,994,107
북미-미국,온대,2020,상업용차,상업용차,20.0,9584,663,192,1255,923,642,502,841,465,1145,807,1210,939
북미-미국,온대,2021,SUV,SUV,20.0,10852,1010,1277,454,565,984,1138,998,963,1357,681,820,605
북미-미국,온대,2021,전기차,전기차,20.0,8974,459,105,1228,695,1038,237,1024,1079,776,789,667,877
북미-캐나다,한랭,2024,소형차,소형차,20.0,9992,509,826,663,1475,363,444,205,1451,1219,1351,976,510
북미-캐나다,한랭,2020,상업용차,상업용차,20.0,8164,974,1445,577,477,611,549,457,1271,608,498,76,621
북미-캐나다,한랭,2020,SUV,SUV,20.0,9600,1204,1281,947,622,610,917,395,779,1078,409,1101,257
북미-캐나다,한랭,2020,전기차,전기차,20.0,9525,857,1042,1458,1186,559,78,209,194,836,1405,1283,418
서유럽,온대,2024,소형차,소형차,45.0,10003,53,1265,1479,632,1103,909,276,469,1023,1406,314,1074
서유럽,온대,2020,상업용차,상업용차,45.0,9148,669,960,515,1430,903,836,310,1228,772,606,333,586
서유럽,온대,2022,SUV,SUV,45.0,6858,117,1407,91,241,470,1434,119,459,562,455,441,1062
서유럽,온대,2020,전기차,전기차,45.0,8467,569,541,189,1164,239,1235,1322,1237,901,606,171,293
아시아,온대,2020,소형차,소형차,20.0,8486,514,349,1226,1203,128,1057,589,926,497,1198,540,259
아시아,온대,2020,상업용차,상업용차,20.0,9929,1277,1474,739,246,557,1105,389,1395,187,1226,507,827
아시아,온대,2020,SUV,SUV,20.0,8754,1216,751,1056,639,356,652,871,230,169,1411,907,496
아시아,온대,2023,전기차,전기차,20.0,8012,396,1035,362,177,1430,1000,413,924,614,529,179,953
중남미,열대,2024,소형차,소형차,20.0,9728,252,832,960,301,1052,577,1235,1348,586,144,1055,1386
중남미,열대,2024,상업용차,상업용차,20.0,9281,1196,135,464,939,920,1306,682,484,344,733,727,1351
중남미,열대,2022,SUV,SUV,20.0,8796,1372,258,221,330,532,1112,87,1253,816,370,1495,950
중남미,열대,2024,전기차,전기차,20.0,8814,381,1304,171,924,946,700,1035,444,489,673,1258,489
중동·아프리카,건조,2024,소형차,소형차,20.0,7182,489,673,613,223,865,788,616,947,169,651,596,552
중동·아프리카,건조,2021,상업용차,상업용차,20.0,7754,273,876,1186,83,349,1105,479,1268,84,1053,635,363
중동·아프리카,건조,2020,SUV,SUV,20.0,7012,644,131,927,433,384,136,804,241,1421,1012,98,781
중동·아프리카,건조,2020,전기차,전기차,20.0,11070,1425,1212,718,97,1235,103,806,1107,1260,579,1288,1240
동유럽,한랭,2020,소형차,소형차,25.0,9913,1140,1132,151,336,1452,364,722,961,1106,1083,1104,362
동유럽,한랭,2024,상업용차,상업용차,25.0,8274,150,951,547,698,1093,505,763,824,1316,419,395,613
동유럽,한랭,2023,SUV,SUV,25.0,9307,1056,684,1479,1097,94,673,472,206,725,1454,1067,300
동유럽,한랭,2020,전기차,전기차,25.0,10942,1246,947,845,1364,1254,627,707,524,1441,272,1095,620
북미-멕시코,건조,2021,소형차,소형차,20.0,9212,116,178,1354,262,1135,459,342,1196,1232,1047,645,1246
북미-멕시코,건조,2021,상업용차,상업용차,20.0,9758,1307,134,1245,881,714,107,488,285,1495,1360,1083,659
북미-멕시코,건조,2021,SUV,SUV,20.0,11167,506,1272,1488,472,631,1280,115,1292,801,1360,889,1061
북미-멕시코,건조,2022,전기차,전기차,20.0,6061,335,450,349,1289,337,430,157,265,743,465,191,1050
